Locustag	Gene	FeatureType	Description
ECB_01441	yddO	CDS	D-ala-D-ala transporter subunit
ECB_01442	yddP	CDS	D-ala-D-ala transporter subunit
ECB_01443	yddQ	CDS	D-ala-D-ala transporter subunit
ECB_01444	yddR	CDS	D-ala-D-ala transporter subunit
ECB_01445	yddS	CDS	D-ala-D-a la transporter subunit
ECB_01446	ddpX	CDS	D-ala-D-ala dipeptidase, Zn-dependent
ECB_01447	dos	CDS	cAMP phosphodiesterase, heme-regulated
ECB_01448	yddV	CDS	predicted diguanylate cyclase
ECB_01449	yddW	CDS	predicted liprotein
ECB_01450	xasA	CDS	predicted glutamate:gamma-aminobutyric acid antiporter
ECB_01451	gadB	CDS	glutamate decarboxylase B, PLP-dependent
ECB_01452	pqqL	CDS	predicted peptidase
ECB_01453	yddB	CDS	predicted porin protein
ECB_01454	yddA	CDS	fused predicted multidrug transporter subunits of ABC superfamily: membrane component/ATP-binding component
ECB_01455	ydeM	CDS	hypothetical protein
ECB_01456	ydeN	CDS	hypothetical protein
ECB_01457	ydeO	CDS	predicted DNA-binding transcriptional acfivator
ECB_01458		CDS	hypothetical protein
ECB_01459	ydeP	CDS	predicted oxidoreductase
ECB_01460	ydeQ	CDS	predicted fimbrial-like adhesin protein
ECB_01461	ydeR	CDS	predicted fimbrial-like adhesin protein
ECB_01462	ydeS	CDS	predicted fimbrial-like adhesin protein
ECB_01463	ydeT	CDS	hypothetical protein
ECB_01468	yneL	CDS	predicted transcriptional regulator
ECB_01469	hipA	CDS	regulator with hipB
ECB_01470	hipB	CDS	DNA-binding transcriptional regulator
ECB_01472	ydeZ	CDS	AI2 transporter
ECB_01473	yneA	CDS	AI2 transporter
ECB_01474	yneB	CDS	hypothetical protein
ECB_01475	yneC	CDS	autoinducer-2 (AI-2) modifying protein LsrG
ECB_01476	tam	CDS	trans-aconitate 2-methyltransferase
ECB_01477	yneE	CDS	conserved inner membrane protein
ECB_01478	uxaB	CDS	tagaturonate reductase
ECB_01479	yneF	CDS	predicted diguanylate cyclase
ECB_01480	yneG	CDS	hypothetical protein
ECB_01481	yneH	CDS	predicted glutaminase
ECB_01482	yneI	CDS	predicted aldehyde dehydrogenase
ECB_01483	yneJ	CDS	predicted DNA-binding transcriptional regulator
ECB_01484	yneK	CDS	hypothetical protein
ECB_01485	sotB	CDS	sugar efflux transporter
ECB_01486	marC	CDS	predicted transporter
ECB_01487		CDS	phage N15 gp48-like protein
ECB_01488		CDS	putative phage protein
ECB_01489	marR	CDS	DNA-binding transcriptional repressor of multiple antibiotic resistance
ECB_01490	marA	CDS	DNA-binding transcriptional dual activator of multiple antibiotic resistance
ECB_01491	marB	CDS	hypothetical protein
ECB_01492	eamA	CDS	cysteine and O-acetyl-L-serine efflux system
ECB_01493	ydeE	CDS	predicted transporter
ECB_01494	ydeH	CDS	hypothetical protein
ECB_01495	ydeI	CDS	hypothetical protein
ECB_01496	ydeJ	CDS	competence damage-inducible protein A
ECB_01497	dcp	CDS	dipeptidyl carboxypeptidase II
ECB_01498	ydfG	CDS	L-allo-threonine dehydrogenase, NAD(P)-binding
ECB_01499	ydfH	CDS	predicted DNA-binding transcriptional regulator
ECB_01500	ydfZ	CDS	hypothetical protein
ECB_01501	ydfI	CDS	predicted mannonate dehydrogenase
ECB_01502	ydfJ	CDS	predicted transporter
ECB_01503	ydfK	CDS	predicted DNA-binding transcriptional regulator
ECB_01504	pinQ	CDS	predicted site-specific recombinase
ECB_01505		CDS	conserved hypothetical protein
ECB_01506		CDS	conserved hypothetical protein
ECB_01507		CDS	conserved hypothetical protein
ECB_01508	stfR	CDS	predicted tail fiber protein
ECB_01509	lomR	CDS	predicted protein
ECB_01510		CDS	putative tail component of prophage
ECB_01511	insE-3	CDS	putative transposase-related protein
ECB_01512	insF-3	CDS	putative transposase for IS3
ECB_01513	ybcW	CDS	predicted protein
ECB_01514	gnsB	CDS	predicted protein
ECB_01515	ynfN	CDS	predicted protein
ECB_01516		CDS	putative cold-shock protein
ECB_01517	cspI	CDS	cold shock protein
ECB_01518	ydfP	CDS	conserved hypothetical protein
ECB_01519	ydfQ-2	CDS	predicted lysozyme
ECB_01520	ydfR	CDS	predicted protein
ECB_01521	essQ	CDS	predicted S lysis protein
ECB_01522		CDS	putative AraC-type regulatory protein encoded in prophage
ECB_01523		CDS	putative pathogenicity island protein
ECB_01524	insE-4	CDS	putative transposase-related protein
ECB_01525	insF-4	CDS	putative transposase for IS3
ECB_01527		CDS	putative lipoprotein
ECB_01528		CDS	antitermination protein Q-like protein
ECB_01529	ydfU	CDS	predicted protein
ECB_01530		CDS	conserved hypothetical protein
ECB_01531	rem	CDS	predicted protein
ECB_01532	hokD	CDS	small toxic polypeptide
ECB_01533		CDS	conserved hypothetical protein
ECB_01534		CDS	conserved hypothetical protein
ECB_01535		CDS	conserved hypothetical protein
ECB_01536		CDS	conserved hypothetical protein
ECB_01537	ydfX	CDS	predicted protein
ECB_01538	dicC	CDS	transcriptional repressor of cell division inhibition protein
ECB_01539		CDS	prophage CP-9330 DicA-like protein
ECB_01540		CDS	conserved hypothetical protein
ECB_01541		CDS	hypothetical protein
ECB_01542		CDS	hypothetical protein
ECB_01543	dicB	CDS	cell division inhibition protein
ECB_01544	ydfD	CDS	predicted protein
ECB_01545	ydfE	CDS	predicted protein
ECB_01546		CDS	Excisionase
ECB_01549	rspB	CDS	predicted oxidoreductase, Zn-dependent and NAD(P)-binding
ECB_01550	rspA	CDS	predicted dehydratase
ECB_01551	ynfA	CDS	hypothetical protein
ECB_01552	ynfB	CDS	hypothetical protein
ECB_01553	speG	CDS	spermidine N1-acetyltransferase
ECB_01554	ynfC	CDS	hypothetical protein
ECB_01555	ynfD	CDS	hypothetical protein
ECB_01556	ynfE	CDS	oxidoreductase subunit
ECB_01557	ynfF	CDS	oxidoreductase subunit
ECB_01558	ynfG	CDS	oxidoreductase, Fe-S subunit
ECB_01559	ynfH	CDS	oxidoreductase, membrane subunit
ECB_01560	ynfI	CDS	twin-argninine leader-binding protein for DmsA and TorA
ECB_01561	ynfJ	CDS	putative voltage-gated ClC-type chloride channel ClcB
ECB_01562	ynfK	CDS	predicted dethiobiotin synthetase
ECB_01563	mlc	CDS	DNA-binding transcriptional repressor
ECB_01564	ynfL	CDS	predicted DNA-binding transcriptional regulator
ECB_01565	ynfM	CDS	predicted transporter
ECB_01566	asr	CDS	acid shock protein precursor
ECB_01567	ydgD	CDS	predicted peptidase
ECB_01568	ydgE	CDS	multidrug efflux system transporter
ECB_01569	ydgF	CDS	multidrug efflux system transporter
ECB_01570	ydgG	CDS	predicted inner membrane protein
ECB_01571	pntB	CDS	pyridine nucleotide transhydrogenase
ECB_01572	pntA	CDS	NAD(P) transhydrogenase subunit alpha
ECB_01573	ydgH	CDS	hypothetical protein
ECB_01574	ydgI	CDS	predicted arginine/ornithine antiporter transporter
ECB_01575	ydgB	CDS	short chain dehydrogenase
ECB_01576	ydgC	CDS	conserved inner membrane protein associated with alginate biosynthesis
ECB_01577	rstA	CDS	DNA-binding response regulator in two-component regulatory system with RstB
ECB_01578	rstB	CDS	sensory histidine kinase in two-component regulatory system with RstA
ECB_01579	tus	CDS	DNA replication terminus site-binding protein
ECB_01580	fumC	CDS	fumarate hydratase
ECB_01581	fumA	CDS	fumarate hydratase (fumarase A), aerobic Class I
ECB_01582	manA	CDS	mannose-6-phosphate isomerase
ECB_01583	ydgA	CDS	hypothetical protein
ECB_01584	uidC	CDS	predicted outer membrane porin protein
ECB_01585	uidB	CDS	glucuronide transporter
ECB_01586	uidA	CDS	beta-D-glucuronidase
ECB_01587	uidR	CDS	DNA-binding transcriptional repressor
ECB_01588	hdhA	CDS	7-alpha-hydroxysteroid dehydrogenase
ECB_01589	malI	CDS	DNA-binding transcriptional repressor
ECB_01590	malX	CDS	fused maltose and glucose-specific PTS enzymes: IIB component - IIC component
ECB_01591	malY	CDS	bifunctional beta-cystathionase, PLP-dependent/ regulator of maltose regulon
ECB_01592	add	CDS	adenosine deaminase
ECB_01593	ydgJ	CDS	predicted oxidoreductase
ECB_01594	blr	CDS	beta-lactam resistance membrane protein
ECB_01595	ydgT	CDS	predicted regulator
ECB_01596	ydgK	CDS	conserved inner membrane protein
ECB_01597	rnfA	CDS	Na(+)-translocating NADH-quinone reductase subunit E
ECB_01598	rnfB	CDS	electron transport complex protein RnfB
ECB_01599	rnfC	CDS	electron transport complex protein RnfC
ECB_01600	rnfD	CDS	electron transport complex protein RnfD
ECB_01601	rnfG	CDS	electron transport complex protein RnfG
ECB_01602	rnfE	CDS	NADH-ubiquinone oxidoreductase
ECB_01603	nth	CDS	DNA glycosylase and apyrimidinic (AP) lyase (endonuclease III)
ECB_01604	ydgR	CDS	putative tripeptide transporter permease
ECB_01605	gst	CDS	glutathionine S-transferase
ECB_01606	pdxY	CDS	pyridoxine kinase
ECB_01607	tyrS	CDS	tyrosyl-tRNA synthetase
ECB_01608	pdxH	CDS	pyridoxamine 5'-phosphate oxidase
ECB_01609	ydhA	CDS	predicted lipoprotein
ECB_01610	ydhH	CDS	anhydro-N-acetylmuramic acid kinase
ECB_01611	slyB	CDS	outer membrane lipoprotein
ECB_01612	slyA	CDS	transcriptional regulator SlyA
ECB_01613	ydhI	CDS	predicted inner membrane protein
ECB_01614	ydhJ	CDS	undecaprenyl pyrophosphate phosphatase
ECB_01615	ydhK	CDS	conserved inner membrane protein
ECB_01616	sodC	CDS	superoxide dismutase, Cu, Zn
ECB_01617	ydhF	CDS	predicted oxidoreductase
ECB_01618	ydhL	CDS	hypothetical protein
ECB_01619	ydhM	CDS	predicted DNA-binding transcriptional regulator
ECB_01620	nemA	CDS	N-ethylmaleimide reductase, FMN-linked
ECB_01621	gloA	CDS	glyoxalase I, Ni-dependent
ECB_01622	rnt	CDS	ribonuclease T
ECB_01623	lhr	CDS	predicted ATP-dependent helicase
ECB_01624	ydhD	CDS	hypothetical protein
ECB_01625	ydhO	CDS	predicted lipoprotein
ECB_01626	sodB	CDS	superoxide dismutase, Fe
ECB_01627	ydhP	CDS	putative transport protein (MFS family)
ECB_01628		CDS	predicted transporter
ECB_01629	purR	CDS	DNA-binding transcriptional repressor, hypoxanthine-binding
ECB_01630	ydhB	CDS	predicted DNA-binding transcriptional regulator
ECB_01631	ydhC	CDS	predicted transporter
ECB_01632	cfa	CDS	cyclopropane fatty acyl phospholipid synthase (unsaturated-phospholipid methyltransferase)
ECB_01633	ribC	CDS	riboflavin synthase subunit alpha
ECB_01634	norM	CDS	multidrug efflux protein NorM
ECB_01635	ydhQ	CDS	hypothetical protein
ECB_01636	ydhR	CDS	hypothetical protein
ECB_01637	ydhS	CDS	conserved hypothetical protein with FAD/NAD(P)-binding domain
ECB_01638	ydhT	CDS	hypothetical protein
ECB_01639	ydhU	CDS	predicted cytochrome
ECB_01640	ydhX	CDS	predicted 4Fe-4S ferridoxin-type protein
ECB_01641	ydhW	CDS	hypothetical protein
ECB_01642	ydhV	CDS	predicted oxidoreductase
ECB_01643	ydhY	CDS	predicted 4Fe-4S ferridoxin-type protein
ECB_01644	ydhZ	CDS	hypothetical protein
ECB_01645	pykF	CDS	pyruvate kinase
ECB_01646	lpp	CDS	murein lipoprotein
ECB_01647	ynhG	CDS	hypothetical protein
ECB_01648	sufE	CDS	cysteine desufuration protein SufE
ECB_01649	sufS	CDS	selenocysteine lyase
ECB_01650	sufD	CDS	component of SufBCD complex
ECB_01651	sufC	CDS	cysteine desulfurase ATPase component
ECB_01652	sufB	CDS	component of SufBCD complex
ECB_01653	sufA	CDS	iron-sulfur cluster assembly scaffold protein
ECB_01654	ydiH	CDS	hypothetical protein
ECB_01655	ydiI	CDS	hypothetical protein
ECB_01656	ydiJ	CDS	predicted FAD-linked oxidoreductase
ECB_01657	ydiK	CDS	predicted inner membrane protein
ECB_01658	ydiL	CDS	hypothetical protein
ECB_01660	ydiN	CDS	predicted transporter
ECB_01661	ydiB	CDS	quinate/shikimate 5-dehydrogenase, NAD(P)-binding
ECB_01662	aroD	CDS	3-dehydroquinate dehydratase
ECB_01663	ydiF	CDS	fused predicted acetyl-CoA:acetoacetyl-CoA transferase: alpha subunit/beta subunit
ECB_01664	ydiO	CDS	predicted acyl-CoA dehydrogenase
ECB_01665	ydiP	CDS	predicted DNA-binding transcriptional regulator
ECB_01666	ydiQ	CDS	hypothetical protein
ECB_01667	ydiR	CDS	predicted electron transfer flavoprotein, FAD-binding
ECB_01668	ydiS	CDS	predicted oxidoreductase with FAD/NAD(P)-binding domain
ECB_01669	ydiT	CDS	predicted 4Fe-4S ferredoxin-type protein
ECB_01670	ydiD	CDS	hypothetical protein
ECB_01671	ppsA	CDS	phosphoenolpyruvate synthase
ECB_01672	ydiA	CDS	hypothetical protein
ECB_01673	aroH	CDS	3-deoxy-D-arabino-heptulosonate-7-phosphate synthase, tryptophan repressible
ECB_01674	ydiE	CDS	hypothetical protein
ECB_01675	ydiU	CDS	hypothetical protein
ECB_01676	ydiV	CDS	hypothetical protein
ECB_01677	nlpC	CDS	predicted lipoprotein
ECB_01678	btuD	CDS	vitamin B12-transporter ATPase
ECB_01679	btuE	CDS	predicted glutathione peroxidase
ECB_01680	btuC	CDS	vtamin B12-transporter permease
ECB_01681	himA	CDS	integration host factor subunit alpha
ECB_01682	pheT	CDS	phenylalanyl-tRNA synthetase beta subunit
ECB_01683	pheS	CDS	phenylalanyl-tRNA synthetase alpha subunit
ECB_01684	pheM	CDS	phenylalanyl-tRNA synthetase operon leader peptide
ECB_01685	rplT	CDS	50S ribosomal protein L20
ECB_01686	rpmI	CDS	50S ribosomal protein L35
ECB_01687	infC	CDS	translation initiation factor IF-3
ECB_01688	thrS	CDS	threonyl-tRNA synthetase
ECB_01690		CDS	hypothetical protein
ECB_01691	ydiY	CDS	hypothetical protein
ECB_01692	pfkB	CDS	6-phosphofructokinase II
ECB_01693	ydiZ	CDS	hypothetical protein
ECB_01694	yniA	CDS	predicted phosphotransferase/kinase
ECB_01695	yniB	CDS	predicted inner membrane protein
ECB_01696	yniC	CDS	predicted hydrolase
ECB_01697	ydjM	CDS	predicted inner membrane protein regulated by LexA
ECB_01698	ydjN	CDS	predicted transporter
ECB_01699	ydjO	CDS	hypothetical protein
ECB_01700	cedA	CDS	cell division modulator
ECB_01701	katE	CDS	hydroperoxidase HPII(III) (catalase)
ECB_01702	ydjC	CDS	hypothetical protein
ECB_01703	celF	CDS	cryptic phospho-beta-glucosidase, NAD(P)-binding
ECB_01704	celD	CDS	DNA-binding transcriptional dual regulator
ECB_01705	celC	CDS	N,N'-diacetylchitobiose-specific enzyme IIA component of PTS
ECB_01706	celB	CDS	N,N'-diacetylchitobiose-specific enzyme IIC component of PTS
ECB_01707	celA	CDS	N,N'-diacetylchitobiose-specific enzyme IIB component of PTS
ECB_01708	osmE	CDS	DNA-binding transcriptional activator
ECB_01709	nadE	CDS	NAD synthetase
ECB_01710	ydjQ	CDS	endonuclease of nucleotide excision repair
ECB_01711	ydjR	CDS	hypothetical protein
ECB_01712	spy	CDS	envelope stress induced periplasmic protein
ECB_01713	astE	CDS	succinylglutamate desuccinylase
ECB_01714	astB	CDS	succinylarginine dihydrolase
ECB_01715	astD	CDS	succinylglutamic semialdehyde dehydrogenase
ECB_01716	astA	CDS	arginine succinyltransferase
ECB_01717	astC	CDS	succinylornithine transaminase, PLP-dependent
ECB_01718	xthA	CDS	exonuclease III
ECB_01719	ydjX	CDS	predicted inner membrane protein
ECB_01721	ydjZ	CDS	conserved inner membrane protein
ECB_01722	ynjA	CDS	hypothetical protein
ECB_01723	ynjB	CDS	hypothetical protein
ECB_01724	ynjC	CDS	fused transporter subunits of ABC superfamily: membrane components
ECB_01725	ynjD	CDS	predicted transporter subunit: ATP-binding component of ABC superfamily
ECB_01726	ynjE	CDS	predicted thiosulfate sulfur transferase
ECB_01727	ynjF	CDS	predicted phosphatidyl transferase, inner membrane protein
ECB_01728	nudG	CDS	pyrimidine (deoxy)nucleoside triphosphate pyrophosphohydrolase
ECB_01729	ynjH	CDS	hypothetical protein
ECB_01730	gdhA	CDS	glutamate dehydrogenase
ECB_01731	ynjI	CDS	predicted inner membrane protein
ECB_01732	topB	CDS	DNA topoisomerase III
ECB_01733	selD	CDS	selenophosphate synthetase
ECB_01734	ydjA	CDS	predicted oxidoreductase
ECB_01735	sppA	CDS	protease IV (signal peptide peptidase)
ECB_01736	ansA	CDS	cytoplasmic asparaginase I
ECB_01737	pncA	CDS	nicotinamidase/pyrazinamidase
ECB_01738	ydjE	CDS	predicted transporter
ECB_01739	ydjF	CDS	predicted DNA-binding transcriptional regulator
ECB_01740	ydjG	CDS	predicted oxidoreductase
ECB_01741	ydjH	CDS	predicted kinase
ECB_01742	ydjI	CDS	predicted aldolase
ECB_01743	ydjJ	CDS	predicted oxidoreductase, Zn-dependent and NAD(P)-binding
ECB_01744	ydjK	CDS	predicted transporter
ECB_01745	ydjL	CDS	predicted oxidoreductase, Zn-dependent and NAD(P)-binding
ECB_01746	yeaC	CDS	hypothetical protein
ECB_01747	yeaA	CDS	methionine sulfoxide reductase B
ECB_01748	gapA	CDS	glyceraldehyde-3-phosphate dehydrogenase
ECB_01749	yeaD	CDS	hypothetical protein
ECB_01750	yeaE	CDS	predicted oxidoreductase
ECB_01751	mipA	CDS	scaffolding protein for murein synthesizing machinery
ECB_01752	yeaG	CDS	conserved hypothetical protein with nucleoside triphosphate hydrolase domain
ECB_01753	yeaH	CDS	hypothetical protein
ECB_01754	yeaI	CDS	predicted diguanylate cyclase
ECB_01755	yeaJ	CDS	predicted diguanylate cyclase
ECB_01756	yeaK	CDS	hypothetical protein
ECB_01757		CDS	hypothetical protein
ECB_01758	yeaL	CDS	conserved inner membrane protein
ECB_01759	yeaM	CDS	predicted DNA-binding transcriptional regulator
ECB_01760	yeaN	CDS	predicted transporter
ECB_01761	yeaO	CDS	hypothetical protein
ECB_01762	yoaF	CDS	conserved outer membrane protein
ECB_01763	yeaP	CDS	predicted diguanylate cyclase
ECB_01764	yeaQ	CDS	conserved inner membrane protein
ECB_01765	yoaG	CDS	hypothetical protein
ECB_01766	yeaR	CDS	hypothetical protein
ECB_01767	insL-4	CDS	putative transposase insL for insertion sequence IS186
ECB_01768	yeaS	CDS	neutral amino-acid efflux system
ECB_01769	yeaT	CDS	predicted DNA-binding transcriptional regulator
ECB_01770	yeaU	CDS	predicted dehydrogenase
ECB_01771	yeaV	CDS	predicted transporter
ECB_01772	yeaW	CDS	predicted 2Fe-2S cluster-containing protein
ECB_01773	yeaX	CDS	predicted oxidoreductase
ECB_01774	rnd	CDS	ribonuclease D
ECB_01775	fadD	CDS	acyl-CoA synthase
ECB_01776	yeaY	CDS	predicted lipoprotein
ECB_01777	yeaZ	CDS	predicted peptidase
ECB_01778	yoaA	CDS	conserved hypothetical protein with nucleoside triphosphate hydrolase domain
ECB_01779	yoaB	CDS	hypothetical protein
ECB_01780	yoaC	CDS	hypothetical protein
ECB_01781	yoaH	CDS	hypothetical protein
ECB_01782	pabB	CDS	para-aminobenzoate synthase component I
ECB_01783	yeaB	CDS	predicted NUDIX hydrolase
ECB_01784	sdaA	CDS	L-serine deaminase I
ECB_01785	yoaD	CDS	predicted phosphodiesterase
ECB_01786	yoaE	CDS	fused predicted membrane protein/conserved hypothetical protein
ECB_01787	manX	CDS	fused mannose-specific PTS enzymes: IIA component/IIB component
ECB_01788	manY	CDS	mannose-specific enzyme IIC component of PTS
ECB_01789	manZ	CDS	mannose-specific enzyme IID component of PTS
ECB_01790	yobD	CDS	hypothetical protein
ECB_01791	yebN	CDS	conserved inner membrane protein
ECB_01792	rrmA	CDS	23S rRNA m1G745 methyltransferase
ECB_01793	cspC	CDS	stress protein, member of the CspA-family
ECB_01794	yobF	CDS	hypothetical protein
ECB_01795	yebO	CDS	hypothetical protein
ECB_01796	yobG	CDS	hypothetical protein
ECB_01797		CDS	hypothetical protein
ECB_01798	kdgR	CDS	predicted DNA-binding transcriptional regulator
ECB_01799	yebQ	CDS	predicted transporter
ECB_01800	htpX	CDS	heat shock protein HtpX
ECB_01801	prc	CDS	carboxy-terminal protease for penicillin-binding protein 3
ECB_01802	proQ	CDS	putative solute/DNA competence effector
ECB_01803	yebR	CDS	hypothetical protein
ECB_01804	yebS	CDS	conserved inner membrane protein
ECB_01805	yebT	CDS	hypothetical protein
ECB_01806	yebU	CDS	predicted methyltransferase
ECB_01807	yebV	CDS	hypothetical protein
ECB_01808	yebW	CDS	hypothetical protein
ECB_01809	pphA	CDS	serine/threonine-specific protein phosphatase 1
ECB_01810	yebY	CDS	hypothetical protein
ECB_01811	yebZ	CDS	predicted inner membrane protein
ECB_01812	yobA	CDS	hypothetical protein
ECB_01813	holE	CDS	DNA polymerase III, theta subunit
ECB_01814	yobB	CDS	hypothetical protein
ECB_01815	exoX	CDS	exodeoxyribonuclease X
ECB_01816	ptrB	CDS	protease II
ECB_01817	yebE	CDS	hypothetical protein
ECB_01818	yebF	CDS	hypothetical protein
ECB_01819	yebG	CDS	conserved hypothetical protein regulated by LexA
ECB_01820	purT	CDS	phosphoribosylglycinamide formyltransferase 2
ECB_01821	eda	CDS	keto-hydroxyglutarate-aldolase/keto-deoxy- phosphogluconate aldolase
ECB_01822	edd	CDS	phosphogluconate dehydratase
ECB_01823	zwf	CDS	glucose-6-phosphate 1-dehydrogenase
ECB_01824	yebK	CDS	predicted DNA-binding transcriptional regulator
ECB_01825	pykA	CDS	pyruvate kinase
ECB_01826	msbB	CDS	lipid A biosynthesis (KDO)2-(lauroyl)-lipid IVA acyltransferase
ECB_01827	yebA	CDS	predicted peptidase
ECB_01828	znuA	CDS	high-affinity zinc transporter periplasmic component
ECB_01829	znuC	CDS	high-affinity zinc transporter ATPase
ECB_01830	znuB	CDS	high-affinity zinc transporter membrane component
ECB_01831	ruvB	CDS	Holliday junction DNA helicase B
ECB_01832	ruvA	CDS	Holliday junction DNA helicase motor protein
